"last_name, first_name","pitch_hand","active_spin_fourseam","active_spin_sinker","active_spin_cutter","active_spin_changeup","active_spin_fastball","active_spin_slider","active_spin_curve"
"Lester, Jon","L","77.5","74.9","43.6","73.8",,,"56.1"
"Urías, Julio","L","77.5","79.6",,"86.6",,"30.3","57.2"
"Bassitt, Chris","R","77.5","91.5","32.9","92.2",,,"92.4"
"Jeffress, Jeremy","R","77.5","93.9",,,,,"55.6"
"Otero, Dan","R","77.4","90.6",,"82",,"40.8",
"Oh, Seunghwan","R","77.4",,"23.1",,,,"57.1"
"Webb, Tyler","L","77.3","84.7",,"84.1",,,"35.4"
"Adam, Jason","R","77.2",,,"92.2",,,"80.8"
"Jewell, Jake","R","77","85",,"68.9",,"34.5",
"Miller, Andrew","L","76.9",,,,,"52.2",
"Maeda, Kenta","R","76.8","84.5",,,,"33.7","74.3"
"Houser, Adrian","R","76.8","84.2",,"79.7",,"32.6","87.1"
"Smith, Burch","R","76.7",,,"83.7",,,"84.7"
"Flynn, Brian","L","76.6","80.1",,,,"22.3",
"López, Pablo","R","76.5","88.7",,"89.4",,,"55.5"
"Loáisiga, Jonathan","R","76.4","88.7",,"86.9",,,"47.1"
"Leone, Dominic","R","76.4","84.9","30",,,"34.6",
"Reyes, Gerardo","R","76.3","91",,,,"16.3",
"Richard, Clayton","L","76.3","87.5",,,,"23.5",
"Keller, Mitch","R","76.2",,"21.1","90.8",,,"78.4"
"Brault, Steven","L","76.2","80.4","33.2","59.8",,"38.6","62.1"
"Leclerc, José","R","76.1","80.6",,"81.4",,"49.2",
"Eflin, Zach","R","76","89.6",,"84.3",,"33","62.8"
"May, Trevor","R","75.9",,,"85.9",,"39","76.3"
"Mills, Alec","R","75.9","84",,"77.8",,"67","81.4"
"Rodríguez, Dereck","R","75.8","86.7","35.4","83.4",,,"81"
"Duffey, Tyler","R","75.8","82.3",,,,,"65.2"
"Brice, Austin","R","75.7","88.6",,"90.6",,,"53.2"
"Rodriguez, Eduardo","L","75.7","86.5","33.8","89.3",,"32.4","36.5"
"Zimmermann, Jordan","R","75.7","71.1",,"71.7",,"34.5","39.5"
"Martinez, Carlos","R","75.6","89.2",,"81.7",,"46.8",
"Hughes, Jared","R","75.6","87.4",,"66.4",,"19.4","36.6"
"Moronta, Reyes","R","75.6",,,"91",,"54.7",
"Sneed, Cy","R","75.5",,"62.6","43",,"48.3","74"
"Wright Jr., Mike","R","75.4","85.5",,"84.7",,"25.3",
"Parker, Blake","R","75.4",,"44",,,,"72.3"
"Syndergaard, Noah","R","75.1","85.7",,"96.3",,"22.1","60"
"Webb, Logan","R","74.9","89.4",,"69",,"48.5",
"Dunn, Mike","L","74.8",,,,,"35.9","76.5"
"Martin, Corbin","R","74.8",,,"81.9",,"28.1","54.7"
"Zimmer, Kyle","R","74.7",,,"55.5",,"19.4","83.6"
"Gott, Trevor","R","74.6","88.9",,"95.4",,,"73.3"
"Warren, Adam","R","74.5",,,"83.5",,"30.7","74.8"
"Holder, Jonathan","R","74.5",,"18.9","80.4",,"55.6",
"Pressly, Ryan","R","74.5",,,,,"26.6","85.9"
"Davis, Wade","R","74.5",,"32.3",,,,"63.7"
"Covey, Dylan","R","74.4","86.8","43.9",,,,"33.7"
"Márquez, Germán","R","74.4","78",,"84.8",,"15.2","28.8"
"Chatwood, Tyler","R","74.2","88.8","26.7","75.2",,,"73.7"
"Kluber, Corey","R","74.2","82.4","28.5","78.6",,,"78.2"
"López, Yoan","R","74.1",,,"79.7",,"48",
"Smith, Josh A.","R","74.1","85",,"83.8",,"38.5","72.2"
"Hendricks, Kyle","R","73.9","76.7",,"74.5",,,"84.8"
"Wendelken, J.B.","R","73.9","89.5",,"83.6",,"24.6","90.7"
"Quijada, José","L","73.9",,,"83.9",,,"44.1"
"Newberry, Jake","R","73.9",,,,,"28.9",
"Mejía, Adalberto","L","73.8","77.7",,"79.2",,"20.3",
"Strickland, Hunter","R","73.8","83.9",,"87.1",,"43.7",
"Fry, Jace","L","73.7","74.1","12.1","78.9",,,"72.1"
"Darvish, Yu","R","73.7","74.6","35.9",,,"48.3","79.4"
"Phelps, David","R","73.6","87.7","46.8",,,,"67.5"
"Herrera, Kelvin","R","73.5","86.2","44.8","85.8",,"61.5",
"Greinke, Zack","R","73.4","83",,"68.7",,"35.7","78.7"
"Lakins Sr., Travis","R","73.2",,"35",,,,"71.2"
"Arrieta, Jake","R","73.2","88.7",,"91.7",,"38.5","76.8"
"Mikolas, Miles","R","73.1","86.8",,"84",,"21.3","82.3"
"Thornton, Trent","R","72.9","79.7","29.1","64.5",,"61.1","66.5"
"Givens, Mychal","R","72.8",,,"67.5",,"28.8",
"Díaz, Jairo","R","72.7","81.8",,,,"17.2",
"Winkler, Dan","R","72.5","68.8","49.9",,,,"39.7"
"Lamet, Dinelson","R","72.3","88.3",,,,"24","45.6"
"Brach, Brad","R","72.2","81.7","37","75.1",,"29.5",
"Barnes, Jacob","R","72.1",,"33",,,,
"Vincent, Nick","R","71.9","82.2","45.5","87.2",,,
"Glasnow, Tyler","R","71.9",,,"71",,,"84.3"
"Roe, Chaz","R","71.9","66.8","40.3",,,"94.7",
"Flaherty, Jack","R","71.9","70.7",,"71.5",,"35.5","81.8"
"Civale, Aaron","R","71.8","83.1","42.1","85.3",,"44.7","91.7"
"Stratton, Chris","R","71.7",,,"72.7",,"31.7","84.5"
"Wright, Kyle","R","71.5","70.7",,"85.8",,"21.6","72.9"
"Tinoco, Jesus","R","71.5","84.5",,,,"21","37.2"
"Fairbanks, Pete","R","71.4",,,,,"25",
"Lynn, Lance","R","71.3","70","27.4","73.8",,,"63.4"
"Kelly, Merrill","R","71.3","77.2","47.1","85.9",,,"76.3"
"Chacín, Jhoulys","R","71.1","83.9",,"62.3",,"58.8",
"Williams, Trevor","R","71","80.9",,"84",,"31.9","43.8"
"Junis, Jakob","R","70.9","78.7",,"38.5",,"66.9","71.3"
"Law, Derek","R","70.9",,,"86.2",,"34.7","60.8"
"Holland, Greg","R","70.8",,,,,"26","56.8"
"VerHagen, Drew","R","70.8","74.3",,,,"43.9","91"
"Toussaint, Touki","R","70.7","81",,,,,"85.6"
"Freeland, Kyle","L","70.6","75.4",,"71.4",,"26","16.2"
"Pineda, Michael","R","70.6","71",,"88.5",,"13.1",
"Barraclough, Kyle","R","70.6",,,"74.4",,"42.7","48.8"
"Staumont, Josh","R","70.4","64.6",,,,,"83.7"
"Smith, Josh D.","L","70.3","73.4",,,,"52.6",
"Gustave, Jandel","R","70","78.8",,,,"35.8",
"Vázquez, Felipe","L","70",,,"57.1",,"56.2","64.7"
"Festa, Matt","R","69.6","73.4",,,,"36.5","43.4"
"Martin, Brett","L","69.6","71.7",,,,"18.9","56.7"
"Fillmyer, Heath","R","69.6","74.6",,"82.8",,"21.4","50.3"
"Eshelman, Thomas","R","69.2","86.5",,"57.6",,"29.6","47.6"
"Bettis, Chad","R","69.1","74.5","30.5","62",,,"74"
"Strop, Pedro","R","68.8","77","27.6",,,"29.9",
"Holmes, Clay","R","68.8","78.6",,,,"20.4","76.8"
"Hale, David","R","68.5","84.5",,"80.8",,,"31.6"
"Boxberger, Brad","R","68.3",,,"84.6",,"37",
"Scott, Tanner","L","68.3",,,,,"20.8",
"Stroman, Marcus","R","68.2","60.2","27.2","76.9",,"49.1","66.5"
"Cishek, Steve","R","68.1","83",,,,"52.1",
"Adams, Chance","R","68.1",,,"84.1",,"40.5","80.4"
"Minor, Mike","L","67.8",,,"95",,"27.4","60.7"
"Edwards Jr., Carl","R","67.7",,,,,,"77.5"
"Soto, Gregory","L","67.2","86.8",,"86",,"22.8",
"García, Yimi","R","67.1",,,"85.5",,"23.2","47.8"
"Ramirez, Noé","R","67.1",,,"67.5",,,"59.5"
"Montgomery, Mike","L","67.1","87.5","32.3","84.3",,,"56.7"
"Marvel, James","R","66.8","82.4",,"67.5",,,"70.8"
"Pruitt, Austin","R","66.8",,,"67.2",,"25.2","54.8"
"Barlow, Scott","R","66.6","73.9",,,,"46.5","91.6"
"Gray, Sonny","R","66.3","70.9",,"78.7",,"73.3","89.7"
"Dobnak, Randy","R","65.6","73.2",,"85.5",,"23.7",
"Ottavino, Adam","R","65.5","77.3","41.3",,,"78.9",
"Hernández, Félix","R","65.1","78.8",,"55.4",,"20.8","61.8"
"Cease, Dylan","R","65.1","66.3",,"65.1",,"36.3","90.9"
"Jackson, Edwin","R","65.1","85.8","42.2","93.5",,"19.5","47.7"
"Crick, Kyle","R","64.9","87.5",,,,"80",
"Cordero, Jimmy","R","64.8","89.5","25.3","78.2",,"40.8",
"Kingham, Nick","R","64.6","67.8","39","79.8",,,"70"
"Oberg, Scott","R","64.5",,,"74.2",,"33.4",
"Dyson, Sam","R","64.2","82.2","32.7","83.3",,"79.9",
"Sheffield, Justus","L","64.1",,,"71.8",,"23.1",
"Lovelady, Richard","L","63.9","72.3",,,,"31.4",
"Keller, Brad","R","63.7","69.8",,"50.7",,"44",
"Melancon, Mark","R","63.4",,"45.8",,,,"78.2"
"Soroka, Michael","R","63.1","84",,"82.1",,"36.1",
"Wainwright, Adam","R","63.1","76.9","35.8","86.2",,,"97.9"
"Biddle, Jesse","L","63",,,,,"22.9","91.1"
"Hartlieb, Geoff","R","62.7","81.5",,"80.5",,"42",
"Nelson, Jimmy","R","62.4","66",,,,"56.2","80"
"McCarthy, Kevin","R","62.3","78.2",,"82.4",,"27","14.2"
"Teheran, Julio","R","61.9","75.5",,"87.7",,"21.1","53.7"
"Rogers, Tyler","R","61.9","78",,,,"62.9",
"Senzatela, Antonio","R","61.8",,,"62.6",,"32","44.4"
"Hall, Matt","L","61.6",,,,,"34.9","93.1"
"Adams, Austin","R","60.8",,,,,"30.4",
"Anderson, Shaun","R","60.8","72",,"68.6",,"29.1","65.4"
"Fried, Max","L","60.7","74.1",,"74.3",,"63.6","96"
"Hernández, Darwinzon","L","60.3",,,,,"46.1",
"Musgrove, Joe","R","60","57.8","31.6","41.3",,"52.8","61.6"
"Taillon, Jameson","R","59.4","74.1",,"71.1",,"32.1","72.5"
"Keuchel, Dallas","L","59.3","68","33.8","75.8",,"42.4",
"Domínguez, Seranthony","R","59.1",,,"91.6",,"23.2",
"Hudson, Dakota","R","58.7","73.4",,"79.6",,"18.8","51.4"
"Burnes, Corbin","R","58.5","78.2",,"66.8",,"28.1","60"
"Suárez, Ranger","L","58.2","85.3",,"83.5",,"23.3",
"Osich, Josh","L","57.9","77.4","27.7","89.8",,"30.7",
"Stewart, Kohl","R","57.8","75.7",,,,"35.5","76.2"
"Sabathia, CC","L","57.4","77.4","46","57.6",,"52.8",
"Valdez, Framber","L","57.4","64.6",,"67.3",,,"87.7"
"Anderson, Brett","L","56.2","85.5",,"82.4",,"48.8","79.5"
"Ramos, Edubray","R","55.6",,,"81.3",,"53",
"González, Chi Chi","R","54.2","67.3","20.6","71.7",,"28.6",
"Tarpley, Stephen","L","54.2","71.2",,,,"56.1",
"Leake, Mike","R","51.9","59.2","24.8","67.1",,"42.5","62.7"
"Maton, Phil","R","51.4",,"49.7",,,"77.4","85.4"
"Ryan, Kyle","L","50.5","54","26.5",,,,"49.2"
"Turnbull, Spencer","R","50.2","81.3",,"90.3",,"25.9","77.8"
"Lockett, Walker","R","49","66",,"77.9",,,"62.4"
"Walden, Marcus","R","48.9","63","26.6",,,"52.1",
"Fry, Paul","L","48.5",,,,,"71",
"Bummer, Aaron","L","45","63.9","15.8",,,"55.3",
"Harper, Ryne","R","42.9",,,,,,"72.5"
"Duke, Zach","L","36.8","69.3",,,,"50.6","79.2"
"Ross, Tyson","R","34.4",,"32",,,"31.9",
"Olson, Tyler","L","25.2",,,"44.6",,,"84.6"
